F1,F2,F3,F4,F5,F6,F7,F8,label
89.0,4.617977528089888,0.38202247191011235,0.20224719101123595,1.5730337078651686,0.8764044943820225,0.62,0.0,0
170.0,5.294117647058823,0.3764705882352941,0.16470588235294117,1.8470588235294119,0.6529411764705882,0.96,0.0,0
253.0,4.913043478260869,0.5652173913043478,0.13043478260869565,1.6205533596837944,0.7430830039525692,0.8,1.0,0
449.0,4.429844097995546,0.46770601336302897,0.13140311804008908,1.4320712694877507,0.623608017817372,0.96,0.0,0
392.0,5.831632653061225,0.5816326530612245,0.12755102040816327,1.7551020408163265,0.7959183673469388,0.78,0.0,0
22.0,5.045454545454546,0.6818181818181818,0.09090909090909091,1.6363636363636365,0.9090909090909091,0.7272727272727273,0.0,0
89.0,5.146067415730337,0.39325842696629215,0.0449438202247191,1.7078651685393258,0.7752808988764045,0.64,0.0,0
62.0,5.080645161290323,0.5645161290322581,0.14516129032258066,1.6451612903225807,0.7741935483870968,0.5,0.0,0
101.0,4.732673267326732,0.49504950495049505,0.15841584158415842,1.504950495049505,0.900990099009901,0.6,1.0,0
128.0,5.203125,0.53125,0.0859375,1.9296875,0.7109375,0.54,0.0,0
228.0,4.956140350877193,0.5087719298245614,0.15350877192982457,1.736842105263158,0.6578947368421053,0.78,0.0,0
177.0,5.033898305084746,0.4463276836158192,0.096045197740113,1.734463276836158,0.8022598870056498,0.62,0.0,0
388.0,5.131443298969073,0.5515463917525774,0.13402061855670103,1.615979381443299,0.6932989690721649,1.04,0.0,0
20.0,5.15,0.45,0.15,1.6,0.9,0.4,0.0,0
160.0,4.96875,0.49375,0.175,1.81875,0.6875,0.78,0.0,0
319.0,5.181818181818182,0.5141065830721003,0.12225705329153605,1.6927899686520376,0.6896551724137931,0.68,0.0,0
15.0,4.733333333333333,0.4666666666666667,0.13333333333333333,1.3333333333333333,0.8666666666666667,0.8,0.0,0
9.0,4.444444444444445,0.3333333333333333,0.0,1.2222222222222223,0.8888888888888888,0.4444444444444444,1.0,0
189.0,4.476190476190476,0.4074074074074074,0.21164021164021163,1.4497354497354498,0.7671957671957672,0.64,0.0,0
49.0,5.224489795918367,0.5102040816326531,0.061224489795918366,1.6122448979591837,0.9183673469387755,0.6326530612244898,1.0,0
301.0,4.471760797342193,0.5249169435215947,0.2059800664451827,1.5149501661129567,0.4950166112956811,0.78,0.0,0
407.0,5.287469287469287,0.5257985257985258,0.14250614250614252,1.6683046683046683,0.6953316953316954,0.78,0.0,0
